,Re,Im
1515326633.1658292,39.70866451237647,-100.56995779826886
1516080402.0100503,38.96767541310214,-99.85464137384648
1516834170.8542714,38.245194525835075,-99.14614557563829
1517587939.6984925,37.54066085287954,-98.44450227963436
1518341708.5427136,36.85353232756989,-97.74973391372052
1519095477.3869348,36.183285174151216,-97.06185420938158
1519849246.2311559,35.529413284206385,-96.38086890107755
1520603015.075377,34.89142760993414,-95.70677637691284
1521356783.919598,34.268855574485094,-95.03956828381315
1522110552.7638192,33.6612404994265,-94.37923009029063
1522864321.6080403,33.06814104935185,-93.72574160969856
1523618090.4522612,32.489130693562124,-93.07907748658371
1524371859.2964823,31.923797184669198,-92.43920764869036
1525125628.1407034,31.371742053944352,-91.80609772694045
1525879396.9849246,30.832580123157584,-91.17970944552766
1526633165.8291457,30.305939032636417,-90.56000098421765
1527386934.6733668,29.791458785235882,-89.9469273147147
1528140703.517588,29.288791305881006,-89.34044051283908
1528894472.361809,28.797600016329035,-88.74049004824514
1529648241.2060301,28.317559424766884,-88.14702305312318
1530402010.0502512,27.848354729880306,-87.55998457139385
1531155778.8944724,27.389681438978812,-86.97931778968572
1531909547.7386935,26.941244999790726,-86.40496425136081
1532663316.5829146,26.50276044552701,-85.83686405477168
1533417085.4271357,26.07395205280445,-85.2749560367898
1534170854.2713568,25.65455301202394,-84.71917794263732
1534924623.115578,25.244305109820182,-84.16946658298923
1535678391.959799,24.842958423168817,-83.62575797916656
1536432160.8040202,24.450271024780577,-83.08798749730067
1537185929.6482413,24.06600869937894,-82.55608997217877
1537939698.4924624,23.689944670508282,-82.0299998215246
1538693467.3366835,23.321859337482344,-81.50965115133785
1539447236.1809046,22.961540022132233,-80.99497785294034
1540201005.0251255,22.608780724990027,-80.48591369228832
1540954773.8693466,22.263381890578792,-79.98239239209003
1541708542.7135677,21.925150181463252,-79.48434770724481
1542462311.5577888,21.59389826074101,-78.99171349401766
1543216080.40201,21.269444582684493,-78.50442377347656
1543969849.246231,20.951613191185558,-78.0224127894843
1544723618.0904522,20.640233525753434,-77.54561506172234
1545477386.9346733,20.335140234754604,-77.07396543403988
1546231155.7788944,20.036172995633112,-76.60739911846534
1546984924.6231155,19.743176341830548,-76.14585173520939
1547738693.4673367,19.455999496173984,-75.68925934891305
1548492462.3115578,19.174496210456354,-75.23755850143269
1549246231.155779,18.898524610993352,-74.79068624138999
1550000000.0,18.627947049917516,-74.34858015073638
