,Re,Im
5054108216.432866,1.1681565234334084,-9.506688677516493
5065931863.727455,1.1137574727833082,-9.32013150113411
5077755511.022044,1.0608158900910176,-9.133186513539265
5089579158.316633,1.009187663167804,-8.945327597776018
5101402805.611222,0.9587226945077045,-8.755939150218303
5113226452.905811,0.9092614909320424,-8.564288307809287
5125050100.200401,0.8606306729833104,-8.369486319977836
5136873747.49499,0.8126368833600583,-8.170433547161512
5148697394.789579,0.7650582661115273,-7.965739008300531
5160521042.084168,0.7176321507753158,-7.753598950996336
5172344689.378757,0.6700365929676764,-7.531606639730139
5184168336.6733465,0.621861527048603,-7.296440747454277
5195991983.967936,0.5725613809422399,-7.043325831466987
5207815631.262526,0.5213722714256903,-6.7650301176393075
5219639278.557115,0.4671551996760286,-6.449822475727775
5231462925.851704,0.40806443716055796,-6.076730986894329
5243286573.146293,0.34072017168207935,-5.602140328318205
5255110220.440882,0.25745380538284834,-4.90585944969375
5266933867.735471,0.12435432089457521,-3.0721011433089433
5278757515.03006,2.9764960595205316,-3.2793837303351427
5290581162.32465,3.6976780895029364,-4.083060889742437
5302404809.619239,4.015522348069972,-4.711225764205609
5314228456.913828,4.145068844000193,-5.212437432474458
5326052104.208417,4.168855377065276,-5.61651224501848
5337875751.503006,4.128084236057063,-5.943660772662852
5349699398.797595,4.046221170031943,-6.208415935954416
5361523046.092184,3.937747673241052,-6.421660642793611
5373346693.386774,3.812093835506502,-6.5917928724010535
5385170340.681363,3.675636718316394,-6.725445587278008
5396993987.975952,3.5328074887330825,-6.827956020175035
5408817635.270541,3.3867456741492354,-6.903684571770688
5420641282.56513,3.2397056758033616,-6.956238899588399
5432464929.859719,3.0933196981816415,-6.988635816954792
5444288577.154308,2.9487734891298762,-7.003421036611661
5456112224.448898,2.8069270580764725,-7.002759535222723
5467935871.743487,2.668399530563292,-6.98850494848943
5479759519.038076,2.533629973153449,-6.962253684983553
5491583166.332665,2.402921730656484,-6.9253876981580955
5503406813.6272545,2.2764752142161626,-6.879108702403689
5515230460.921844,2.1544124517077226,-6.824465840139055
5527054108.216433,2.036795667900095,-6.762378270065906
5538877755.511023,1.9236414761636107,-6.693653769758331
5550701402.805612,1.8149318037232476,-6.619004176634834
5562525050.100201,1.7106223583302747,-6.539058296266198
5574348697.39479,1.6106492259457657,-6.454372763583395
5586172344.689379,1.514934035025171,-6.365441235803007
5597995991.983968,1.4233880128048422,-6.272702215478698
5609819639.278557,1.3359151791383166,-6.176545740867585
5621643286.573147,1.252414864884341,-6.077319133694271
5633466933.867736,1.1727836984521995,-5.9753319578446344
5645290581.162325,1.0969171716434754,-5.870860313871157
5657114228.456914,1.0247108713828375,-5.764150571569036
5668937875.751503,0.9560614452611809,-5.655422624899507
5680761523.046092,0.8908673544442105,-5.544872739090861
5692585170.340681,0.8290294564384304,-5.432676048125421
5704408817.635271,0.770451451538996,-5.318988751350477
5716232464.92986,0.7150402200480728,-5.2039500502433444
5728056112.224449,0.6627060720131412,-5.087683860006322
5739879759.519038,0.6133629270182637,-4.970300325436655
5751703406.813627,0.5669284382178368,-4.851897166160121
5763527054.108216,0.5233240721028387,-4.732560872701388
